TransactionID,Date,Product,Category,Quantity,UnitPrice_FCFA,TotalSale_FCFA,PaymentMethod,SalesRep,CustomerType
NKW-0468,2026-01-20,Soap (bar),Household,11.0,411.0,4521.0,Bank Transfer,Divine K.,Walk-in
NKW-0469,2026-04-15,Maggi Cubes (pack),Groceres,11.0,519.0,5709.0,Cash,Divine K.,Walk-in
NKW-0470,2026-01-24,Salt 1kg,Groceries,14.0,317.0,4438.0,Cash,Achu N.,Walk-in
NKW-0471,2026-01-13,Beans (White),Grains,13.0,856.0,11128.0,Bank Transfer,Beatrice T.,Wholesale
NKW-0472,2026-03-17,Rice 25kg,Grains,19.0,19197.0,364743.0,Mobile Money,Beatrice T.,Wholesale
NKW-0473,2026-04-03,Tomatoes 1kg,Produce,19.0,780.0,14820.0,Cash,Achu N.,Walk-in
NKW-0474,2026-05-10,Beans (Red),Grain,15.0,944.0,14160.0,Orange Money,Florence A.,Walk-in
NKW-0475,2026-05-06,Cassava (bag),Produce,6.0,4277.0,25662.0,Cash,Florence A.,Walk-in
NKW-0476,2026-02-12,Tomato Paste (tin),Groceres,15.0,374.0,5610.0,Cash,Ernest M.,Walk-in
NKW-0477,2026-03-12,Beans (White),Grains,8.0,832.0,6656.0,Cash,Florence A.,Walk-in
NKW-0478,2026-05-05,Cassava (bag),Produce,12.0,4275.0,51300.0,Orange Money,Ernest M.,Walk-in
NKW-0479,2026-01-04,Plantain (bunch),Produce,12.0,2679.0,32148.0,Mobile Money,Ernest M.,Wholesale
NKW-0480,2026-04-19,Tomato Paste (tin),Groceries,5.0,354.0,1770.0,Mobile Money,Ernest M.,Walk-in
NKW-0481,2026-03-02,Palm Oil 1L,Oils,19.0,1388.0,26372.0,Orange Money,Florence A.,Walk-in
NKW-0482,2026-04-25,Cassava (bag),Produce,6.0,4187.0,25122.0,Bank Transfer,Ernest M.,Walk-in
NKW-0483,2026-05-27,Beans (White),Grains,8.0,897.0,7176.0,Cash,Florence A.,Walk-in
NKW-0484,2026-05-20,Milk Powder 400g,Dairy,6.0,2938.0,17628.0,Cash,Achu N.,Walk-in
NKW-0485,2026-03-28,Bread (loaf),Bakery,6.0,609.0,3654.0,Bank Transfer,Divine K.,Walk-in
NKW-0486,2026-03-09,Beans (White),Grains,4.0,906.0,3624.0,Mobile Money,Divine K.,Walk-in
NKW-0487,2026-05-11,Cassava (bag),Produce,4.0,4098.0,16392.0,Orange Money,Florence A.,Walk-in
NKW-0488,2026-02-12,Milk Powder 400g,Dairy,20.0,2676.0,53520.0,,Divine K.,Wholesale
NKW-0489,2026-04-17,Tomato Paste (tin),Groceres,2.0,342.0,684.0,Bank Transfer,Ernest M.,Walk-in
NKW-0490,2026-03-28,Sugar 1kg,Groceries,1.0,770.0,770.0,Mobile Money,Florence A.,Walk-in
NKW-0491,2026-02-05,Beans (White),Grains,1.0,826.0,826.0,Orange Money,Florence A.,Walk-in
NKW-0492,2026-05-01,Detergent 1kg,Household,15.0,1858.0,27870.0,Orange Money,Florence A.,Walk-in
NKW-0493,2026-03-17,Matches (box),Household,14.0,107.0,1498.0,Cash,Achu N.,Walk-in
NKW-0494,2026-01-26,Tomatoes 1kg,Produce,7.0,825.0,5775.0,Orange Money,Achu N.,Walk-in
NKW-0495,2026-05-22,Tomato Paste (tin),Groceries,15.0,333.0,4995.0,Mobile Money,Divine K.,Walk-in
NKW-0496,2026-04-03,Plantain (bunch),Produce,3.0,2685.0,8055.0,Cash,Ernest M.,Wholesale
NKW-0497,2026-04-29,Palm Oil 5L,Oils,17.0,7010.0,119170.0,Orange Money,Ernest M.,Wholesale
NKW-0498,2026-03-02,Plantain (bunch),Produce,9.0,2592.0,23328.0,Mobile Money,Florence A.,Walk-in
NKW-0499,2026-02-27,Vegetable Oil 5L,Oils,5.0,6985.0,34925.0,Orange Money,Achu N.,Walk-in
NKW-0500,2026-03-19,Rice 25kg,Grains,7.0,19420.0,135940.0,Orange Money,Divine K.,Walk-in
